기업명,인증연도,제품명
우드린,2024,[723] 목재 성형제품
월드산업,2024,[321] 화장지
멘퍼스,2024,[176] 교육용 목제 가구
"L′ISOLANTE K-FLEX (SUZHOU CO. , LTD",2024,[243] 보온·단열재
유인,2024,[241] 페인트
비앤케이테이프솔루션,2024,[103] 종이 점착테이프 및 종이 점착시트
손과손 핸인핸부평,2024,[104] 토너카트리지
금호산업,2024,[743] 무기성 토목·건축 자재
제이앤케이사이언스,2024,[303] 주방용 세제
엠엘홈시스,2024,[221] 수도꼭지
데코밸리,2024,[252] 장식용 합성수지 시트
대한시멘트,2024,[744] 슬래그 가공 제품
우주웰보드,2024,[248] 벽 및 천장 마감재
뉴덕흥기업,2024,[245] 투수 콘크리트 제품
팔도테크팩,2024,[606] 포장재
삼원아스콘,2024,[743] 무기성 토목·건축 자재
아빠맘스킨,2024,[308] 샴푸·린스
이에스지케미칼,2024,[724] 생분해성 수지 제품
함께사는세상,2024,[321] 화장지
에이치세븐,2024,[311] 의류
용호산업,2024,[606] 포장재
서울수출포장,2024,[724] 생분해성 수지 제품
평광산업,2024,[721] 합성수지 제품
부현아이비,2024,[243] 보온·단열재
빛누리,2024,[209] 일반조명용 LED 램프
서원,2024,[742] 주물용 동 합금
희망화일,2024,[107] 문서파일류
코스코페이퍼,2024,[606] 포장재
대성기업,2024,[606] 포장재
명진화학,2024,[241] 페인트
효성테크,2024,[225] 수도 계량기
대유산업,2024,[743] 무기성 토목·건축 자재
풀무원,2024,[727] 바이오매스 합성수지 제품
신창제지공업,2024,[321] 화장지
이노젼,2024,[265] 발광다이오드 전광판
석원산업,2024,[746] 골재 및 미분말
한울방재,2024,[765] 소화기
아이티씨,2024,[321] 화장지
통탑,2024,[248] 벽 및 천장 마감재
가나개발,2024,[746] 골재 및 미분말
엘투,2024,[209] 일반조명용 LED 램프
신생프로비즈,2024,[107] 문서파일류
네오방수기업,2024,[244] 건설용 방수재
동우켐,2024,[241] 페인트
디케이,2024,[210] LED 등기구
"Xinjiang Blue Ridge Tunhe Polyester Co., Ltd.",2024,[724] 생분해성 수지 제품
비피판넬,2024,[723] 목재 성형제품
세일건업,2024,[743] 무기성 토목·건축 자재
태방파텍,2024,[606] 포장재
엠에스텔레콤,2024,[265] 발광다이오드 전광판
삼형전자,2024,[265] 발광다이오드 전광판
에스폴리텍,2024,[724] 생분해성 수지 제품
이디케이,2024,[305] 다목적 세정제
기성화학,2024,[766] 종량제 쓰레기 봉투
전주풀,2024,[251] 접착제
더블유티씨,2024,[246] 실내용 바닥 장식재
동인산업,2024,[243] 보온·단열재
보광산업,2024,[743] 무기성 토목·건축 자재
트라이본즈,2024,[606] 포장재
누리온,2024,[210] LED 등기구
삼광테라피,2024,[210] LED 등기구
신양산업개발,2024,[743] 무기성 토목·건축 자재
동일산업,2024,[744] 슬래그 가공 제품
케이씨씨,2024,[248] 벽 및 천장 마감재
동북산업,2024,[246] 실내용 바닥 장식재
이륜,2024,[150] 문서세단기
온누리,2024,[746] 골재 및 미분말
현대화학공업,2024,[243] 보온·단열재
이엔텍,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
씨엔지,2024,[305] 다목적 세정제
HAPPY해누리작업장,2024,[321] 화장지
피에스엘테크,2024,[210] LED 등기구
오아시스,2024,[303] 주방용 세제
선우건설화학,2024,[241] 페인트
케이제이,2024,[221] 수도꼭지
대산아레콘,2024,[743] 무기성 토목·건축 자재
서현하이텍,2024,[241] 페인트
아트캠,2024,[722] 고무제품
행복한 사람들,2024,[321] 화장지
말표산업,2024,[605] 산업용 세정제
비에스지,2024,[311] 의류
벽진산업,2024,[726] 목재.합성수지 복합 성형 제품
에이팩,2024,[210] LED 등기구
경도,2024,[744] 슬래그 가공 제품
농업회사법인유한회사에코힐,2024,[305] 다목적 세정제
세정이엔티,2024,[305] 다목적 세정제
우리가,2024,[606] 포장재
그린에이드,2024,[727] 바이오매스 합성수지 제품
현대크린상사,2024,[606] 포장재
4.19혁명희생자유족회,2024,[210] LED 등기구
에이프러스,2024,[209] 일반조명용 LED 램프
백광전기통신,2024,[210] LED 등기구
에코송이,2024,[241] 페인트
금영토건,2024,[744] 슬래그 가공 제품
한국미라클피플사,2024,[305] 다목적 세정제
강남건영,2024,[246] 실내용 바닥 장식재
선에너지엘이디,2024,[209] 일반조명용 LED 램프
피노콘,2024,[721] 합성수지 제품
충무타올,2024,[311] 의류
보아정보기술,2024,[265] 발광다이오드 전광판
비젼코리아,2024,[265] 발광다이오드 전광판
서울강철,2024,[172] 가구
네오마루,2024,[209] 일반조명용 LED 램프
중경이피아이,2024,[207] 전선케이블
해온,2024,[721] 합성수지 제품
실로암인더스트리,2024,[210] LED 등기구
케이지에스금강,2024,[248] 벽 및 천장 마감재
씨엔이,2024,[302] 세탁용 세제
주영,2024,[721] 합성수지 제품
대창그랜드,2024,[315] 침구류
한국장애인한걸음더동행 중증장애인생산시설,2024,[724] 생분해성 수지 제품
우드코리아,2024,[172] 가구
대아아스콘,2024,[743] 무기성 토목·건축 자재
성원화학,2024,[721] 합성수지 제품
삼립,2024,[202] 형광램프용 안정기
티엘론,2024,[243] 보온·단열재
대영엘이디,2024,[209] 일반조명용 LED 램프
엑시스라이트,2024,[210] LED 등기구
이든애,2024,[209] 일반조명용 LED 램프
영일포밍,2024,[606] 포장재
협신상사,2024,[256] 장식용 인조피혁
영원케미칼,2024,[721] 합성수지 제품
브러시월드,2024,[727] 바이오매스 합성수지 제품
태웅콘크리트,2024,[745] 블록·타일·판재류
아이그라스,2024,[241] 페인트
지나인솔루션,2024,[144] 개인용 컴퓨터
한국산업,2024,[251] 접착제
반올림보호작업장,2024,[321] 화장지
루나,2024,[210] LED 등기구
에이스하이텍,2024,[241] 페인트
리드릭,2024,[102] 사무용지
덕산이앤씨,2024,[241] 페인트
지솔알이에이치,2024,[746] 골재 및 미분말
해강산업,2024,[721] 합성수지 제품
삼화전기,2024,[210] LED 등기구
오디텍,2024,[209] 일반조명용 LED 램프
에이스라이프,2024,[223] 대변기
에코피피,2024,[107] 문서파일류
제이에스기술,2024,[244] 건설용 방수재
이피코리아,2024,[209] 일반조명용 LED 램프
엘에스케이화인텍스,2024,[311] 의류
인천광역시중증장애인복지진흥회사업단 해피로드,2024,[107] 문서파일류
C.J KOREA,2024,[221] 수도꼭지
남해환경,2024,[746] 골재 및 미분말
지티글로벌,2024,[608] 탈취제
현대시스텍,2024,[248] 벽 및 천장 마감재
농업회사법인에코피아,2024,[724] 생분해성 수지 제품
글로벌오토트레이딩,2024,[246] 실내용 바닥 장식재
초록느낌,2024,[608] 탈취제
하이로드,2024,[241] 페인트
아보씨앤비,2024,[221] 수도꼭지
태하산업,2024,[743] 무기성 토목·건축 자재
석문산업,2024,[743] 무기성 토목·건축 자재
한국디피에스,2024,[721] 합성수지 제품
필드라인,2024,[257] 인조잔디 및 인조잔디 구성 부품
벡스인터코퍼레이션,2024,[605] 산업용 세정제
지엘,2024,[244] 건설용 방수재
씨에이치환경개발,2024,[746] 골재 및 미분말
갈렙스톤,2024,[246] 실내용 바닥 장식재
엘퍼스,2024,[172] 가구
욱성화학공업사,2024,[606] 포장재
이프론,2024,[243] 보온·단열재
신원기업,2024,[746] 골재 및 미분말
우정환경,2024,[746] 골재 및 미분말
옴니시스템,2024,[225] 수도 계량기
대광콘크리트,2024,[745] 블록·타일·판재류
우진,2024,[221] 수도꼭지
삼양수지,2024,[243] 보온·단열재
허브메이트,2024,[322] 방향제
뉴그린웰,2024,[305] 다목적 세정제
케이아이피,2024,[766] 종량제 쓰레기 봉투
한국장애인문인복지후원회,2024,[104] 토너카트리지
대원바스,2024,[221] 수도꼭지
태영네트웍스,2024,[727] 바이오매스 합성수지 제품
지구를지켜라,2024,[606] 포장재
코이즈,2024,[210] LED 등기구
동화미생물연구소,2024,[305] 다목적 세정제
엠알테크,2024,[508] 공기청정기용 여과재
대한전광,2024,[265] 발광다이오드 전광판
현대아이티에스전자,2024,[265] 발광다이오드 전광판
현대시트,2024,[252] 장식용 합성수지 시트
일성테크팩,2024,[721] 합성수지 제품
창광화학,2024,[606] 포장재
대성계전,2024,[225] 수도 계량기
코아캠,2024,[241] 페인트
행복홈우드테크,2024,[246] 실내용 바닥 장식재
넥상스코리아,2024,[207] 전선케이블
유스켐,2024,[241] 페인트
프리바이오,2024,[241] 페인트
이화정공,2024,[241] 페인트
루넥스,2024,[210] LED 등기구
해천바이오,2024,[305] 다목적 세정제
삼창기연,2024,[241] 페인트
다우씨엔디테크,2024,[265] 발광다이오드 전광판
미래조명,2024,[210] LED 등기구
보타리에너지,2024,[210] LED 등기구
성진산업사,2024,[724] 생분해성 수지 제품
엔크리너,2024,[303] 주방용 세제
덕성개발,2024,[746] 골재 및 미분말
퍼맥스,2024,[179] 가구류 부속품
에스케이씨에코솔루션즈,2024,[252] 장식용 합성수지 시트
창조아스콘,2024,[743] 무기성 토목·건축 자재
유영산업,2024,[243] 보온·단열재
샐러디,2024,[724] 생분해성 수지 제품
건원이에프티,2024,[209] 일반조명용 LED 램프
넬바이오텍,2024,[305] 다목적 세정제
에이. 티. 아이,2024,[250] 창호 및 창호부속품
동일프라텍,2024,[724] 생분해성 수지 제품
대주아스콘,2024,[743] 무기성 토목·건축 자재
삼성산업,2024,[251] 접착제
지엘제약,2024,[322] 방향제
티알피건설,2024,[244] 건설용 방수재
월드켐,2024,[303] 주방용 세제
한솔에이치더블유디,2024,[250] 창호 및 창호부속품
부성산업,2024,[103] 종이 점착테이프 및 종이 점착시트
유씨티,2024,[241] 페인트
조일콘크리트,2024,[744] 슬래그 가공 제품
부성화학,2024,[721] 합성수지 제품
꿈드래장애인협회,2024,[265] 발광다이오드 전광판
우주산업,2024,[245] 투수 콘크리트 제품
그린에셀,2024,[257] 인조잔디 및 인조잔디 구성 부품
천지환경,2024,[746] 골재 및 미분말
대림케미칼,2024,[606] 포장재
삼신상사,2024,[606] 포장재
금성이엔씨,2024,[607] 수처리제
에프앤에이,2024,[257] 인조잔디 및 인조잔디 구성 부품
씨카코리아,2024,[259] 건축용 실링재
화수개발,2024,[243] 보온·단열재
에이치케이테크,2024,[210] LED 등기구
서우산업,2024,[176] 교육용 목제 가구
제노바이오,2024,[305] 다목적 세정제
영진화학,2024,[251] 접착제
대산아스콘,2024,[743] 무기성 토목·건축 자재
사회적협동조합 일원,2024,[102] 사무용지
에코이앤씨,2024,[241] 페인트
오브제 스터디스,2024,[221] 수도꼭지
일진도시환경,2024,[746] 골재 및 미분말
태호씨앤지,2024,[723] 목재 성형제품
카리타스보호작업장,2024,[101] 인쇄용지
송이산업,2024,[241] 페인트
씨앤제이글로벌,2024,[606] 포장재
코팅코리아,2024,[227] 수도용 급수관
방수나라,2024,[244] 건설용 방수재
클린석문환경,2024,[746] 골재 및 미분말
프라임솔루션,2024,[724] 생분해성 수지 제품
이지엠,2024,[746] 골재 및 미분말
뉴저스트,2024,[744] 슬래그 가공 제품
서일아스콘,2024,[743] 무기성 토목·건축 자재
한빛글로벌,2024,[250] 창호 및 창호부속품
에임트,2024,[606] 포장재
가네마츠,2024,[606] 포장재
다원산업,2024,[721] 합성수지 제품
디엠라이팅,2024,[210] LED 등기구
디앤디에코텍,2024,[721] 합성수지 제품
티.피.엠,2024,[242] 벽지
선진기업,2024,[745] 블록·타일·판재류
시흥용사촌안흥합성,2024,[241] 페인트
자동서콘크리트,2024,[245] 투수 콘크리트 제품
동우산업사,2024,[314] 직물·편물 원단 및 단순가공품
아이템,2024,[172] 가구
아룸테크,2024,[265] 발광다이오드 전광판
창신섬유,2024,[315] 침구류
강동아스콘,2024,[743] 무기성 토목·건축 자재
Moa Cups company,2024,[606] 포장재
구성이엔씨,2024,[265] 발광다이오드 전광판
우성세라믹스공업,2024,[745] 블록·타일·판재류
유씨랩,2024,[265] 발광다이오드 전광판
엔씨엠,2024,[229] 비데
유진바이오,2024,[305] 다목적 세정제
금강피씨,2024,[745] 블록·타일·판재류
대신메라민산업,2024,[243] 보온·단열재
이영화학,2024,[607] 수처리제
탄성,2024,[722] 고무제품
서해건업,2024,[250] 창호 및 창호부속품
일성테크,2024,[250] 창호 및 창호부속품
나눔이,2024,[209] 일반조명용 LED 램프
엔에스피앤피,2024,[721] 합성수지 제품
케이씨엠,2024,[746] 골재 및 미분말
성심레미콘,2024,[743] 무기성 토목·건축 자재
에이텍정밀화학,2024,[241] 페인트
공익사업본부2단법인한국사회적일자리개발원,2024,[265] 발광다이오드 전광판
스포츠필드,2024,[257] 인조잔디 및 인조잔디 구성 부품
아이러브세이프,2024,[302] 세탁용 세제
대영아스콘산업,2024,[743] 무기성 토목·건축 자재
진주화학,2024,[721] 합성수지 제품
시안시스템,2024,[225] 수도 계량기
한창이웨이,2024,[721] 합성수지 제품
유일라이팅,2024,[210] LED 등기구
지석에이앤씨,2024,[743] 무기성 토목·건축 자재
부광하이텍,2024,[210] LED 등기구
우광테크,2024,[210] LED 등기구
각시피앤씨,2024,[321] 화장지
체어마이스터,2024,[175] 의자
영석산업개발,2024,[746] 골재 및 미분말
탱크마스타,2024,[244] 건설용 방수재
한광기업,2024,[508] 공기청정기용 여과재
에이켐,2024,[305] 다목적 세정제
대창산업,2024,[721] 합성수지 제품
성화,2024,[250] 창호 및 창호부속품
동아글라스,2024,[250] 창호 및 창호부속품
삼보정보통신,2024,[265] 발광다이오드 전광판
원광전력,2024,[705] 태양전지 사용 시설물
하나케이텍,2024,[745] 블록·타일·판재류
까사룩스,2024,[209] 일반조명용 LED 램프
동원이엔지,2024,[250] 창호 및 창호부속품
태흥아이에스,2024,[141] 복사기
필드앤필드,2024,[241] 페인트
비앤드케이,2024,[746] 골재 및 미분말
해림환경개발,2024,[743] 무기성 토목·건축 자재
명지피앤피,2024,[606] 포장재
대왕레미콘,2024,[746] 골재 및 미분말
베데야,2024,[746] 골재 및 미분말
심플라인,2024,[723] 목재 성형제품
엘앤에스,2024,[303] 주방용 세제
대성씨앤에스,2024,[305] 다목적 세정제
에스티씨네트웍스,2024,[265] 발광다이오드 전광판
데코큐비클,2024,[723] 목재 성형제품
부광트윈시스템,2024,[250] 창호 및 창호부속품
오로라산업조명,2024,[210] LED 등기구
성림제지공업,2024,[101] 인쇄용지
혜정산업,2024,[768] 포소화약제
이레대성인더스트리,2024,[727] 바이오매스 합성수지 제품
세나스,2024,[225] 수도 계량기
에스케이마이크로웍스,2024,[724] 생분해성 수지 제품
영보화학,2024,[257] 인조잔디 및 인조잔디 구성 부품
대지,2024,[743] 무기성 토목·건축 자재
세정에이텍,2024,[723] 목재 성형제품
리그라운드,2024,[724] 생분해성 수지 제품
모던,2024,[723] 목재 성형제품
뉴젠스,2024,[265] 발광다이오드 전광판
연호미터텍,2024,[225] 수도 계량기
재인테크,2024,[221] 수도꼭지
에스피산업개발,2024,[746] 골재 및 미분말
동양후로아,2024,[241] 페인트
범진,2024,[743] 무기성 토목·건축 자재
금강종합산업,2024,[724] 생분해성 수지 제품
세영개발,2024,[743] 무기성 토목·건축 자재
성우플러스,2024,[251] 접착제
필코아이디,2024,[246] 실내용 바닥 장식재
공감보호작업장,2024,[265] 발광다이오드 전광판
한성실업,2024,[721] 합성수지 제품
오리오,2024,[303] 주방용 세제
시안,2024,[250] 창호 및 창호부속품
타스,2024,[241] 페인트
엘림엘이디조명,2024,[209] 일반조명용 LED 램프
벽산,2024,[253] 이중 바닥재
에이테크,2024,[721] 합성수지 제품
삼성건업,2024,[244] 건설용 방수재
디지엘시스템,2024,[210] LED 등기구
자연,2024,[303] 주방용 세제
새빛테크놀러지,2024,[265] 발광다이오드 전광판
해오름장애인협회,2024,[265] 발광다이오드 전광판
동국피앤시,2024,[606] 포장재
세창이엔텍,2024,[743] 무기성 토목·건축 자재
용전,2024,[721] 합성수지 제품
당서아스콘,2024,[743] 무기성 토목·건축 자재
성윤로드,2024,[241] 페인트
알에스,2024,[610] 제설제
도일에코텍,2024,[724] 생분해성 수지 제품
트러스콘,2024,[721] 합성수지 제품
한국소아마비협회,2024,[265] 발광다이오드 전광판
경성제닉스,2024,[721] 합성수지 제품
두레,2024,[727] 바이오매스 합성수지 제품
뉴보텍,2024,[610] 제설제
알앰,2024,[246] 실내용 바닥 장식재
원진산업,2024,[210] LED 등기구
유경화성,2024,[251] 접착제
새로무역,2024,[606] 포장재
두산종합목재,2024,[246] 실내용 바닥 장식재
금호건영,2024,[746] 골재 및 미분말
컨트리세이브,2024,[727] 바이오매스 합성수지 제품
한국공원체육산업,2024,[241] 페인트
텍스메이드,2024,[254] 장식용 섬유 제품
자연과함께,2024,[304] 업소용 식기세척기용 세제
남부환경개발,2024,[743] 무기성 토목·건축 자재
예인건업,2024,[723] 목재 성형제품
우드케어,2024,[241] 페인트
케이엔텍,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
누리복지회 다솜누리사업단,2024,[210] LED 등기구
한서포리머,2024,[251] 접착제
태현보호작업장,2024,[608] 탈취제
그린환경,2024,[743] 무기성 토목·건축 자재
동우씨엠,2024,[321] 화장지
남양기업,2024,[745] 블록·타일·판재류
천양피앤비,2024,[242] 벽지
태양엘이디,2024,[210] LED 등기구
에이앤에스개발,2024,[727] 바이오매스 합성수지 제품
동보산업,2024,[245] 투수 콘크리트 제품
대성금속,2024,[221] 수도꼭지
알파특수콘크리트,2024,[721] 합성수지 제품
티머스,2024,[172] 가구
라온케이디,2024,[311] 의류
버팀목중증장애인보호작업장,2024,[101] 인쇄용지
성전건설,2024,[241] 페인트
공간큐비클,2024,[248] 벽 및 천장 마감재
한국워터미터테크,2024,[225] 수도 계량기
국도화학,2024,[724] 생분해성 수지 제품
에덴바이오벽지,2024,[242] 벽지
대영인더스트리,2024,[743] 무기성 토목·건축 자재
보령환경산업,2024,[743] 무기성 토목·건축 자재
새니피아,2024,[727] 바이오매스 합성수지 제품
테러스,2024,[305] 다목적 세정제
대경상사,2024,[606] 포장재
대명콘스텍,2024,[241] 페인트
이보드,2024,[243] 보온·단열재
에스아이월드,2024,[721] 합성수지 제품
에이스패널,2024,[248] 벽 및 천장 마감재
희수정보통신,2024,[265] 발광다이오드 전광판
해피우드,2024,[246] 실내용 바닥 장식재
금호환경,2024,[743] 무기성 토목·건축 자재
한국장애인단체총연맹 부천지점,2024,[210] LED 등기구
하이웨이코리아,2024,[610] 제설제
서린비엔티,2024,[305] 다목적 세정제
한국바로코,2024,[241] 페인트
백조씽크,2024,[221] 수도꼭지
전일환경,2024,[743] 무기성 토목·건축 자재
주승,2024,[241] 페인트
부원KH,2024,[727] 바이오매스 합성수지 제품
경일,2024,[241] 페인트
주영기업,2024,[724] 생분해성 수지 제품
코리아싸인,2024,[265] 발광다이오드 전광판
동국프라텍,2024,[727] 바이오매스 합성수지 제품
피앤씨텍,2024,[241] 페인트
자유보호작업장,2024,[321] 화장지
NatureWorks LLC,2024,[724] 생분해성 수지 제품
오엠씨,2024,[244] 건설용 방수재
한양창호,2024,[250] 창호 및 창호부속품
오알피케미칼,2024,[608] 탈취제
엘코미,2024,[172] 가구
이원제지,2024,[321] 화장지
부일산업,2024,[743] 무기성 토목·건축 자재
청암,2024,[250] 창호 및 창호부속품
세일,2024,[172] 가구
서진바이오텍,2024,[724] 생분해성 수지 제품
솔테크,2024,[724] 생분해성 수지 제품
대성아스콘,2024,[743] 무기성 토목·건축 자재
임성,2024,[723] 목재 성형제품
케이지플렉스,2024,[241] 페인트
제이씨코리아,2024,[727] 바이오매스 합성수지 제품
농업회사법인에스피,2024,[305] 다목적 세정제
홍익씨엠에스,2024,[724] 생분해성 수지 제품
명신기업,2024,[248] 벽 및 천장 마감재
기린,2024,[147] 컴퓨터용 모니터
옥천아스콘,2024,[743] 무기성 토목·건축 자재
매직코리아,2024,[721] 합성수지 제품
동성유화,2024,[611] 윤활유
영승,2024,[251] 접착제
네오스라이트,2024,[209] 일반조명용 LED 램프
이오에스,2024,[210] LED 등기구
건영이앤씨,2024,[305] 다목적 세정제
상원엔텍,2024,[743] 무기성 토목·건축 자재
에이엠케이플로링,2024,[246] 실내용 바닥 장식재
신동아켐텍,2024,[303] 주방용 세제
대영화학공업,2024,[721] 합성수지 제품
티앤에스,2024,[241] 페인트
에코존코리아,2024,[305] 다목적 세정제
엘렌,2024,[210] LED 등기구
에스엔피건설화학,2024,[241] 페인트
강서실업,2024,[311] 의류
제이앤씨테크,2024,[209] 일반조명용 LED 램프
해동아스콘,2024,[743] 무기성 토목·건축 자재
대한아스콘,2024,[743] 무기성 토목·건축 자재
쏘랜드코리아,2024,[312] 가방
일흥엔지니어링,2024,[551] 낚시 추
행진산업,2024,[743] 무기성 토목·건축 자재
진성판넬,2024,[723] 목재 성형제품
가온산업,2024,[102] 사무용지
거산산업개발,2024,[746] 골재 및 미분말
에어로케미,2024,[305] 다목적 세정제
디자인스퀘어,2024,[210] LED 등기구
신호에이피엘,2024,[311] 의류
오성기업,2024,[103] 종이 점착테이프 및 종이 점착시트
청호개발,2024,[743] 무기성 토목·건축 자재
사회복지법인 성만원,2024,[209] 일반조명용 LED 램프
에이코,2024,[603] 산업용 축전지
클린엔비,2024,[241] 페인트
점앤선,2024,[722] 고무제품
코리아세븐,2024,[724] 생분해성 수지 제품
이노샌드,2024,[744] 슬래그 가공 제품
한국하이맥스,2024,[721] 합성수지 제품
룩스플랜,2024,[210] LED 등기구
참존바스,2024,[221] 수도꼭지
휴먼스,2024,[241] 페인트
애플그린,2024,[241] 페인트
대림건영,2024,[722] 고무제품
진원피앤씨,2024,[241] 페인트
바덱코리아,2024,[724] 생분해성 수지 제품
지본산업,2024,[743] 무기성 토목·건축 자재
신홍진기업,2024,[721] 합성수지 제품
엔투하이텍,2024,[726] 목재.합성수지 복합 성형 제품
이레산업,2024,[721] 합성수지 제품
돌핀케미칼,2024,[304] 업소용 식기세척기용 세제
유화글로벌,2024,[225] 수도 계량기
산수코리아,2024,[745] 블록·타일·판재류
동일유리,2024,[250] 창호 및 창호부속품
한빛테라죠산업,2024,[246] 실내용 바닥 장식재
청호제지,2024,[321] 화장지
대한조명,2024,[210] LED 등기구
삼화케익블럭,2024,[744] 슬래그 가공 제품
신명마루,2024,[246] 실내용 바닥 장식재
봉일화학,2024,[766] 종량제 쓰레기 봉투
고려아연,2024,[744] 슬래그 가공 제품
화인미셀공업,2024,[243] 보온·단열재
한성,2024,[144] 개인용 컴퓨터
조은산업,2024,[721] 합성수지 제품
성진산업,2024,[243] 보온·단열재
애맥스,2024,[304] 업소용 식기세척기용 세제
희림상사,2024,[311] 의류
우광개발,2024,[746] 골재 및 미분말
한남산업,2024,[243] 보온·단열재
동양ENG산업,2024,[606] 포장재
백진환경,2024,[743] 무기성 토목·건축 자재
엠비가구,2024,[172] 가구
금강제지,2024,[321] 화장지
아벨티앤비,2024,[228] 소변기
일성인더스트리,2024,[721] 합성수지 제품
케이알티,2024,[251] 접착제
메를로랩,2024,[209] 일반조명용 LED 램프
고령기와,2024,[743] 무기성 토목·건축 자재
레고리스,2024,[248] 벽 및 천장 마감재
미광포리팩,2024,[724] 생분해성 수지 제품
익산아스콘,2024,[743] 무기성 토목·건축 자재
해성에코텍,2024,[746] 골재 및 미분말
퓨어네스트,2024,[241] 페인트
에코라운드,2024,[303] 주방용 세제
신용산업,2024,[721] 합성수지 제품
두올,2024,[256] 장식용 인조피혁
에버미라클,2024,[303] 주방용 세제
대홍산업,2024,[721] 합성수지 제품
행복한 세상을 만드는 사람들,2024,[321] 화장지
두남환경,2024,[743] 무기성 토목·건축 자재
남양산업,2024,[744] 슬래그 가공 제품
한일플라스틱,2024,[724] 생분해성 수지 제품
삼풍종합물산,2024,[606] 포장재
대해에코텍,2024,[241] 페인트
아진토건,2024,[241] 페인트
우드메탈,2024,[483] 침대
코아테크코리아,2024,[172] 가구
광명,2024,[743] 무기성 토목·건축 자재
서일전선,2024,[207] 전선케이블
로얄앤컴퍼니,2024,[228] 소변기
신창우레탄,2024,[722] 고무제품
승윤제지,2024,[321] 화장지
와이비코리아,2024,[250] 창호 및 창호부속품
장성이엔티,2024,[746] 골재 및 미분말
상상,2024,[721] 합성수지 제품
유진아이앤디,2024,[251] 접착제
삼성종합안전,2024,[241] 페인트
씨에프에스인터내셔널,2024,[253] 이중 바닥재
마더케이,2024,[727] 바이오매스 합성수지 제품
역전타일,2024,[223] 대변기
케이씨그린소재,2024,[746] 골재 및 미분말
대림비니루,2024,[721] 합성수지 제품
화남인더스트리,2024,[724] 생분해성 수지 제품
마린이노베이션,2024,[606] 포장재
태진핸드레일,2024,[721] 합성수지 제품
유승상사,2024,[244] 건설용 방수재
동일콘크리트,2024,[245] 투수 콘크리트 제품
아성냉기,2024,[243] 보온·단열재
보림포장산업,2024,[724] 생분해성 수지 제품
알볼로에프앤씨,2024,[606] 포장재
인토세라믹,2024,[228] 소변기
휴인텍,2024,[243] 보온·단열재
두성기업,2024,[746] 골재 및 미분말
제이에프케미칼,2024,[606] 포장재
해오름,2024,[321] 화장지
새잎,2024,[241] 페인트
농업회사법인토심바이오,2024,[305] 다목적 세정제
탑라이트,2024,[210] LED 등기구
타이가,2024,[210] LED 등기구
현대리바트,2024,[172] 가구
우진포장건설,2024,[241] 페인트
더우드,2024,[723] 목재 성형제품
애드텍,2024,[265] 발광다이오드 전광판
이천시장애인재활근로작업장,2024,[766] 종량제 쓰레기 봉투
위메이드,2024,[147] 컴퓨터용 모니터
아이제이코리아,2024,[221] 수도꼭지
로스텍,2024,[265] 발광다이오드 전광판
한국나눔복지연합회,2024,[102] 사무용지
에코바스,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
아시아에스,2024,[243] 보온·단열재
미문산업,2024,[721] 합성수지 제품
세영,2024,[245] 투수 콘크리트 제품
워렉스,2024,[746] 골재 및 미분말
에코프린스,2024,[250] 창호 및 창호부속품
한국디비케이,2024,[305] 다목적 세정제
한창테크,2024,[250] 창호 및 창호부속품
한국미터택,2024,[225] 수도 계량기
유일화학,2024,[721] 합성수지 제품
비엔디생활건강,2024,[307] 액상 세탁용 세제
대성산업,2024,[721] 합성수지 제품
현대엘앤씨,2024,[253] 이중 바닥재
선한산업,2024,[483] 침대
서우실업,2024,[721] 합성수지 제품
티엔피산업,2024,[241] 페인트
대한제지,2024,[102] 사무용지
천하환경,2024,[743] 무기성 토목·건축 자재
아모스그린,2024,[257] 인조잔디 및 인조잔디 구성 부품
우리들행복나눔사업단,2024,[101] 인쇄용지
삼원환경산업,2024,[746] 골재 및 미분말
극동,2024,[250] 창호 및 창호부속품
앙투카에스엘,2024,[257] 인조잔디 및 인조잔디 구성 부품
수정케미칼,2024,[607] 수처리제
조은WS,2024,[221] 수도꼭지
명진산업,2024,[606] 포장재
바이켐,2024,[605] 산업용 세정제
부흥콘크리트,2024,[245] 투수 콘크리트 제품
유원프라스틱,2024,[721] 합성수지 제품
서일,2024,[727] 바이오매스 합성수지 제품
일성산업,2024,[743] 무기성 토목·건축 자재
건명테크윈,2024,[241] 페인트
대주개발,2024,[746] 골재 및 미분말
원주엔지니어링,2024,[743] 무기성 토목·건축 자재
지에스칼텍스,2024,[701] 유류
엘케이건설,2024,[241] 페인트
나노시스,2024,[210] LED 등기구
한라엔컴,2024,[221] 수도꼭지
엘케이베이크웨어,2024,[727] 바이오매스 합성수지 제품
강원복지회,2024,[606] 포장재
신명환경,2024,[743] 무기성 토목·건축 자재
제이시엘인더스트리,2024,[221] 수도꼭지
세이크,2024,[243] 보온·단열재
현대아스콘,2024,[743] 무기성 토목·건축 자재
새한라이팅,2024,[210] LED 등기구
제이에이테크,2024,[724] 생분해성 수지 제품
다호피앤씨,2024,[727] 바이오매스 합성수지 제품
애경산업,2024,[305] 다목적 세정제
효창산업,2024,[743] 무기성 토목·건축 자재
선경,2024,[257] 인조잔디 및 인조잔디 구성 부품
