기업명,인증연도,리콜종류,품목
지비와이아이앤씨,2022,명령에따른리콜,내의류(유섬)(유아용 섬유제품)
피앤디,2022,명령에따른리콜,가방류(아섬)(아동용 섬유제품)
마이다스,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
오픈한,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
라파클럽,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
바이찬엔티(BY-CHAN. NT),2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
지오다노,2022,명령에따른리콜,모자류(아섬)(아동용 섬유제품)
서양네트웍스,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
나라홈데코,2022,명령에따른리콜,침구류(아섬)(아동용 섬유제품)
K2 BIKE,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
삼천리자전거,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
알톤스포츠,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
아틀란코리아,2022,명령에따른리콜,블록완구(완구)
제우스상사,2022,명령에따른리콜,발사체 완구(완구)
명성무역,2022,명령에따른리콜,미술공예 완구(완구)
오즈토이,2022,명령에따른리콜,역할놀이 완구(완구)
케이오에스 코퍼레이션,2022,명령에따른리콜,발사체 완구(완구)
토이랜드,2022,명령에따른리콜,기타완구(작동완구)(완구)
에코비앤디,2022,명령에따른리콜,기타어린이제품(기타어린이 제품)
티아라,2022,명령에따른리콜,기타어린이제품(기타어린이 제품)
골든래빗,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
SK,2022,자발적리콜,6인용식기세척기
거성산업Gs&tap.,2022,명령에따른리콜,플러그 및 콘센트(전기설비용부속품 및 연결부품)
대현써지오,2022,명령에따른리콜,플러그 및 콘센트(전기설비용부속품 및 연결부품)
성림GS,2022,명령에따른리콜,플러그 및 콘센트(전기설비용부속품 및 연결부품)
한일생활과학,2022,명령에따른리콜,"전기매트(전기담요 및 매트, 전기침대)"
루미레즈코리아,2022,명령에따른리콜,전지(전지(충전지만 해당))
허킨스,2022,명령에따른리콜,전지(전지(충전지만 해당))
이토르,2022,명령에따른리콜,승차용안전모(승차용안전모)
태서전기,2022,명령에따른리콜,전동킥보드(전동보드)
에스앤비컴퍼니,2022,명령에따른리콜,등산용로프(등산용로프)
케이엠코퍼레이션,2022,명령에따른리콜,승차용안전모(승차용안전모)
랜드웨이스포츠,2022,명령에따른리콜,킥보드(킥보드)
성광종합상사,2022,명령에따른리콜,휴대용 예초기의 날(휴대용 예초기의 날)
티아라,2022,명령에따른리콜,어린이용 장신구(어린이용 장신구)
비단길,2022,명령에따른리콜,어린이용 장신구(어린이용 장신구)
태건씨앤에스,2022,명령에따른리콜,유모차(유모차)
삼천리자전거,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
네오랩컨버전스,2022,명령에따른리콜,기타완구(작동완구)(완구)
코코지,2022,자발적리콜,핑크퐁 아띠
코코지,2022,자발적리콜,크롱 아띠
코코지,2022,자발적리콜,핑크퐁 공룡 레드렉스 아띠
베스트바이글로벌,2022,자발적리콜,원터치 이불 모기장(Q/K)
트렉바이시클코리아(유),2022,자발적리콜,"22년형 스피드컨셉 SLR 자전거, 21~22년형 에몬다SLR, 본트래거 에올루스RSL VR-C 핸들바/스템"
나인투원,2022,자발적리콜,전기자전거 배터리팩
두리산업,2022,명령에따른리콜,LED등기구(일반조명기구)
대상엘이디,2022,명령에따른리콜,LED등기구(일반조명기구)
조이스트,2022,명령에따른리콜,직류전원장치(직류전원장치)
나인라이팅,2022,명령에따른리콜,LED등기구(일반조명기구)
에스에이치텍,2022,명령에따른리콜,조명기구용컨버터(LED 전원공급장치 포함)(안정기 및 램프제어장치)
베스트테크,2022,명령에따른리콜,"전기찜질기(직류전원을 사용하는 전기찜질기, 발보온기)"
갈릴리,2022,명령에따른리콜,LED램프(모듈)(그밖의 램프)
한일공업,2022,명령에따른리콜,가정용 소형변압기(변압기 및 전압조정기)
대림테크,2022,명령에따른리콜,가정용 소형변압기(변압기 및 전압조정기)
남양키친플라워,2022,명령에따른리콜,핫플레이트(주방용 전열기구)
라디언스 광주지점,2022,명령에따른리콜,"전기요(전기담요 및 매트, 전기침대)"
영광하이테크,2022,명령에따른리콜,"전기방석(교류전원을 사용하는 전기찜질기, 발 보온기)"
우진테크,2022,명령에따른리콜,"전기방석(교류전원을 사용하는 전기찜질기, 발 보온기)"
아림전기,2022,명령에따른리콜,가스라이터(가스라이터)
삼정이노베이터즈,2022,명령에따른리콜,망간 건전지(건전지)
위시,2022,명령에따른리콜,망간 건전지(건전지)
아테네암스,2022,명령에따른리콜,성인용 비비탄 총(비비탄 총)
한국상사,2022,명령에따른리콜,성인용 비비탄 총(비비탄 총)
건앤건,2022,명령에따른리콜,성인용 비비탄 총(비비탄 총)
탑트레이드,2022,명령에따른리콜,고령자용 보행차(고령자용 보행차)
다온솔,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
쥬베라,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
파인원,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
프롬비,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
오아,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
에이치케이코퍼레이션,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
투실,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
동서가구,2022,명령에따른리콜,가구(높이762mm 이상)(가구(높이762mm 이상))
예작퍼니쳐,2022,명령에따른리콜,가구(높이762mm 이상)(가구(높이762mm 이상))
데코라인퍼니처,2022,명령에따른리콜,가구(높이762mm 이상)(가구(높이762mm 이상))
라이온세일즈,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
오션바이오,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
비타그램,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
예산,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
일렉마켓,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
이앤이,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
지아컴퍼니,2022,명령에따른리콜,속눈썹 열 성형기(속눈썹 열 성형기)
에이치인터내셔널,2022,명령에따른리콜,쌍꺼풀용 테이프(쌍꺼풀용 테이프)
보성 ALIVE가구,2022,명령에따른리콜,가구(높이762mm 이상)(가구(높이762mm 이상))
비앤씨,2022,명령에따른리콜,발사체 완구(완구)
수생토이즈,2022,명령에따른리콜,승용 완구(완구)
포시즌,2022,명령에따른리콜,기능성 완구(완구)
청양코리아,2022,명령에따른리콜,미술공예 완구(완구)
퍼니코,2022,명령에따른리콜,아동용 이단침대(아동용 이단침대)
올댓제시,2022,명령에따른리콜,유아용 노리개젖꼭지 걸이(합성수지제 어린이용품)
벨라코망(Bellakomang),2022,명령에따른리콜,유아용 노리개젖꼭지 걸이(합성수지제 어린이용품)
에이비씨프로덕트,2022,명령에따른리콜,유아용좌석(자동차용 어린이 보호장치)
소르니아,2022,명령에따른리콜,수납가구(어린이용 가구)
일우산업,2022,명령에따른리콜,어린이용 가죽제품(어린이용 가죽제품)
꾸루꾸루,2022,명령에따른리콜,어린이용 가죽제품(어린이용 가죽제품)
제이스타일코리아,2022,명령에따른리콜,어린이용 가죽제품(어린이용 가죽제품)
한들,2022,명령에따른리콜,필통(학용품)
티티경인,2022,명령에따른리콜,연필깎이(학용품)
Ant 빌리지,2022,명령에따른리콜,기타완구(작동완구)(완구)
이펜시아,2022,명령에따른리콜,운동완구(완구)
드림월드플러스,2022,명령에따른리콜,발사체 완구(완구)
플러스무역,2022,명령에따른리콜,발사체 완구(완구)
에이치티엘코리아 (푸아용 탓),2022,자발적리콜,HTL 11269 오션블루 전동 리클라이너 1인
세파스,2022,자발적리콜,자전거
코리아보드게임즈,2022,자발적리콜,카트라이더: 레이싱 게임
삼성전자,2022,자발적리콜,전기  세탁기 (드럼세탁기)
"4moms (“4moms”)의 사업자 Thorley Industries, LLC trading",2022,자발적리콜,"MamaRoo 유아용 그네 모델 4M-005 (1.0 및 2.0버전), 1026 (3.0 버전) 및 1037 (4.0 버전) 그리고 RockaRoo 유아용 락커 모델 제4M-012호(총칭하여 “본건 제품들”)"
Black & Decker Asia Pacific Pte. Ltd.,2022,자발적리콜,전동공구(DeWALT 전문가용 Mitre Saws (305mm))
에스씨케이컴퍼니,2022,자발적리콜,가정용 섬유제품(가방류)
바디프랜드,2022,자발적리콜,슈퍼터치 목어깨 안마기
플레이위즈,2022,명령에따른리콜,공기주입 물놀이기구(물놀이기구)
구디스(GOODICE),2022,명령에따른리콜,공기주입 물놀이기구(물놀이기구)
한선유통,2022,명령에따른리콜,공기주입 보트(물놀이기구)
플랜프라자씨앤씨,2022,명령에따른리콜,휴대용 레이저용품(휴대용 레이저용품)
씨피엘비,2022,명령에따른리콜,고정식 자전거(헬스기구)
에밀아자르 유한회사(Emilazar),2022,명령에따른리콜,승차용 안전모(승차용 안전모)
신성,2022,명령에따른리콜,플러그 및 콘센트(전기설비용 부속품 및 연결부품)
에스와이폴리텍,2022,명령에따른리콜,플러그 및 콘센트(전기설비용 부속품 및 연결부품)
신성전기산업,2022,명령에따른리콜,플러그 및 콘센트(전기설비용 부속품 및 연결부품)
천하지엘씨,2022,명령에따른리콜,플러그 및 콘센트(전기설비용 부속품 및 연결부품)
티엘커뮤니티,2022,명령에따른리콜,LED등기구(일반조명기구)
넥티드,2022,명령에따른리콜,직류전원장치(직류전원장치)
플레이맥스,2022,명령에따른리콜,역할놀이 완구(완구)
우리STM,2022,명령에따른리콜,발사체 완구(완구)
토이플라이,2022,명령에따른리콜,발사체 완구(완구)
토이플라이,2022,명령에따른리콜,발사체 완구(완구)
지아지조컴퍼니,2022,명령에따른리콜,기타완구(작동완구)(완구)
아가프라,2022,명령에따른리콜,유아용 노리개젖꼭지 걸이(합성수지제 어린이용품)
사라코,2022,명령에따른리콜,보호장구(어린이용 스포츠 보호용품(보호 장구 및 안전모))
코디아이어패럴,2022,명령에따른리콜,내의류(유섬)(유아용 섬유제품)
경원에프엔비,2022,명령에따른리콜,내의류(유섬)(유아용 섬유제품)
베이블리,2022,명령에따른리콜,신발류(유섬)(유아용 섬유제품)
육공엘디,2022,명령에따른리콜,부스터 좌석(자동차용 어린이 보호장치)
스윔어바웃,2022,명령에따른리콜,공기주입 물놀이기구(어린이용 물놀이기구)
미소바이크,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
삼천리자전거,2022,명령에따른리콜,어린이용 자전거(어린이용 자전거)
비앤씨,2022,명령에따른리콜,기타완구(작동완구)(완구)
비바셀,2022,명령에따른리콜,미술공예 완구(완구)
유앤원,2022,명령에따른리콜,운동완구(완구)
꾸꾸,2022,명령에따른리콜,승용 완구(완구)
케이엠엘리홀딩스,2022,명령에따른리콜,미술공예 완구(완구)
블록N스토리,2022,명령에따른리콜,미술공예 완구(완구)
이조물류센타,2022,명령에따른리콜,파티완구(완구)
피앤디,2022,명령에따른리콜,기타어린이제품(기타어린이제품)
드림캡스,2022,명령에따른리콜,모자류(아섬)(아동용 섬유제품)
스텝케어,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
젠아이,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
퍼스트어패럴,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
코알라컴퍼니,2022,명령에따른리콜,침구류(아섬)(아동용 섬유제품)
원통,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
밀크파우더,2022,명령에따른리콜,외의류(아섬)(아동용 섬유제품)
누리모드,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
라운드 컴퍼니,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
동화인터내셔널,2022,명령에따른리콜,내의류(아섬)(아동용 섬유제품)
에이치엘 컴퍼니,2022,명령에따른리콜,중의류(아섬)(아동용 섬유제품)
애플스마일,2022,명령에따른리콜,내의류(아섬)(아동용 섬유제품)
통큰,2022,명령에따른리콜,수동식(어린이용 킥보드)
핸드메이드만나는날,2022,명령에따른리콜,어린이용 장신구(어린이용 장신구)
라엘코리아,2022,명령에따른리콜,어린이용 장신구(어린이용 장신구)
